pv,wind,hydro,demand_el,demand_heat,demand_cooking,biomass_usage,fuel_oil_usage
0.409,0.379,0.82,8.68498985504619e-05,0.0003261596142421,0.0003261596142421,1,1
0.602,0.47,0.82,9.14119798402924e-05,0.0003519218244033,0.0003519218244033,1,1
0.709,0.363,0.83,9.54629989990739e-05,0.0003479320494024,0.0003479320494024,1,1
0.771,0.203,0.83,9.71426898697882e-05,0.0003385730443243,0.0003385730443243,1,1
0.79,0.091,0.83,9.72755660238609e-05,0.0003298953611859,0.0003298953611859,1,1
0.773,0.03,0.83,0.000100249947626566,0.000319465778262,0.000319465778262,1,1
0.717,0.005,0.83,0.000102379373172603,0.0003039788952551,0.0003039788952551,1,1
0.604,0.0,0.83,0.000103892117080508,0.0002933413479463,0.0002933413479463,1,1
0.429,0.0,0.83,0.000108938003854398,0.0002910069487586,0.0002910069487586,1,1
0.226,0.002,0.83,0.000108498490421696,0.0002861213828402,0.0002861213828402,1,1
0.029,0.03,0.83,0.000104576940336114,0.0002918796463549,0.0002918796463549,1,1
0.0,0.098,0.83,0.000109363888963606,0.0003014071026106,0.0003014071026106,1,1
0.0,0.127,0.84,0.000111176455988393,0.0003100351757004,0.0003100351757004,1,1
0.0,0.125,0.84,0.000114781147552725,0.0003107361391322,0.0003107361391322,1,1
0.0,0.115,0.84,0.000139267837791718,0.0003032135125875,0.0003032135125875,1,1
0.0,0.115,0.84,0.000148627088951661,0.0002904023199967,0.0002904023199967,1,1
0.0,0.127,0.84,0.000146051335811175,0.0002749208229906,0.0002749208229906,1,1
0.0,0.144,0.84,0.000132147038765769,0.0002397129122797,0.0002397129122797,1,1
0.0,0.182,0.84,0.000111694332281189,0.0002081832187234,0.0002081832187234,1,1
0.0,0.253,0.84,9.35311841437088e-05,0.0002046613856197,0.0002046613856197,1,1
0.0,0.322,0.84,8.69521109766717e-05,0.0002083623114614,0.0002083623114614,1,1
0.0,0.364,0.84,8.42605170864805e-05,0.0002100633400297,0.0002100633400297,1,1
0.0,0.354,0.85,8.38925523521252e-05,0.0002143908358076,0.0002143908358076,1,1
0.226,0.249,0.85,8.38789240286306e-05,0.0002304320851151,0.0002304320851151,1,1
0.441,0.093,0.85,8.79946777240116e-05,0.0002956990081328,0.0002956990081328,1,1
0.582,0.054,0.85,9.80217167351924e-05,0.0003979614533993,0.0003979614533993,1,1
0.679,0.038,0.85,0.000109697782889225,0.0003762826435778,0.0003762826435778,1,1
0.725,0.015,0.85,0.000121039955117638,0.0003720914519467,0.0003720914519467,1,1
0.738,0.003,0.85,0.000123179601906296,0.0003584759564635,0.0003584759564635,1,1
0.729,0.0,0.85,0.000119867919297099,0.0003468413198641,0.0003468413198641,1,1
0.69,0.0,0.85,0.000121315928668404,0.0003386131008222,0.0003386131008222,1,1
0.605,0.0,0.85,0.000126436771221515,0.0003266284836854,0.0003266284836854,1,1
0.457,0.0,0.86,0.000103823975463035,0.0003243246752482,0.0003243246752482,1,1
0.257,0.001,0.86,0.000107091366020875,0.0003162261034067,0.0003162261034067,1,1
0.034,0.001,0.86,0.000114491545678464,0.0003127479660542,0.0003127479660542,1,1
0.0,0.002,0.86,0.00011570787355036,0.0003107346544121,0.0003107346544121,1,1
0.0,0.042,0.86,0.000115472784970078,0.0003165806314195,0.0003165806314195,1,1
0.0,0.261,0.86,0.000121172831271711,0.0003040845589686,0.0003040845589686,1,1
0.0,0.61,0.86,0.000141421112903871,0.0003047922515795,0.0003047922515795,1,1
0.0,0.758,0.86,0.000152674701029569,0.0003064787911895,0.0003064787911895,1,1
0.0,0.783,0.86,0.000144848636262773,0.0002908766674111,0.0002908766674111,1,1
0.0,0.76,0.86,0.000131697304090446,0.0002566518648587,0.0002566518648587,1,1
0.0,0.721,0.86,0.000111084464804804,0.0002125087858536,0.0002125087858536,1,1
0.0,0.678,0.86,9.94356552977612e-05,0.0001941303565456,0.0001941303565456,1,1
0.0,0.66,0.86,9.02024661301432e-05,0.0001960872187827,0.0001960872187827,1,1
0.0,0.656,0.86,8.5977685846805e-05,0.0001990453785275,0.0001990453785275,1,1
0.0,0.652,0.86,8.42162250351229e-05,0.0002199913513071,0.0002199913513071,1,1
0.16,0.586,0.86,8.33848973019499e-05,0.0002484204671677,0.0002484204671677,1,1
0.356,0.383,0.86,8.72451199318065e-05,0.0003229401552986,0.0003229401552986,1,1
0.509,0.423,0.86,9.55345476974207e-05,0.0003484246138401,0.0003484246138401,1,1
0.619,0.444,0.86,0.000104335037594084,0.0003444543442436,0.0003444543442436,1,1
0.684,0.364,0.86,0.000115380793786489,0.0003352055794518,0.0003352055794518,1,1
0.704,0.274,0.86,0.000120317653972422,0.0003266171603434,0.0003266171603434,1,1
0.696,0.188,0.86,0.000116307519784125,0.0003162919340118,0.0003162919340118,1,1
0.655,0.105,0.86,0.000123830354353165,0.0003009666938822,0.0003009666938822,1,1
0.572,0.043,0.86,0.000126927390867322,0.0002904441283906,0.0002904441283906,1,1
0.444,0.013,0.86,0.000118842387954127,0.0002881289143264,0.0002881289143264,1,1
0.279,0.005,0.86,0.000121513539359077,0.0002832979736367,0.0002832979736367,1,1
0.038,0.001,0.86,0.000121803141233338,0.0002889958248132,0.0002889958248132,1,1
0.0,0.006,0.85,0.000119026370321305,0.0002984329578002,0.0002984329578002,1,1
0.0,0.019,0.85,0.000115540926587551,0.0003069757043445,0.0003069757043445,1,1
0.0,0.017,0.85,0.000115176368934069,0.0003076735417231,0.0003076735417231,1,1
0.0,0.013,0.85,0.000132385534426925,0.0003002317399154,0.0003002317399154,1,1
0.0,0.051,0.85,0.00015020797447704,0.0002875511234485,0.0002875511234485,1,1
0.0,0.133,0.85,0.000152146603494152,0.000272207987781,0.000272207987781,1,1
0.0,0.249,0.85,0.000138436510058545,0.0002373489863034,0.0002373489863034,1,1
0.0,0.355,0.85,0.000116729997812458,0.0002060933523252,0.0002060933523252,1,1
0.0,0.432,0.85,0.000100750788514994,0.0001788156371074,0.0001788156371074,1,1
0.0,0.471,0.85,9.32347681077004e-05,0.0001821233274208,0.0001821233274208,1,1
0.0,0.484,0.85,8.78311378420759e-05,0.0001853867899039,0.0001853867899039,1,1
0.0,0.482,0.85,8.70168455132713e-05,0.0001952000484944,0.0001952000484944,1,1
0.226,0.386,0.85,8.57357831047752e-05,0.0002205951577371,0.0002205951577371,1,1
0.448,0.195,0.85,9.16095905309647e-05,0.0002913035094159,0.0002913035094159,1,1
0.603,0.212,0.85,9.61921143060371e-05,0.0003505613381816,0.0003505613381816,1,1
0.709,0.158,0.85,0.000107581985666682,0.0003587099044594,0.0003587099044594,1,1
0.77,0.053,0.86,0.000116743626135953,0.0003594798972406,0.0003594798972406,1,1
0.796,0.006,0.86,0.00012363955782424,0.0003519093099042,0.0003519093099042,1,1
0.776,0.0,0.86,0.000127571329152444,0.0003389689508289,0.0003389689508289,1,1
0.72,0.0,0.86,0.000128382214400375,0.0003288529528328,0.0003288529528328,1,1
0.622,0.002,0.86,0.000124627611277602,0.0003174244874718,0.0003174244874718,1,1
0.482,0.027,0.87,0.000122160884725072,0.0003042455793053,0.0003042455793053,1,1
0.286,0.089,0.87,0.000122246061746914,0.0003088251876607,0.0003088251876607,1,1
0.041,0.235,0.87,0.00011813712221328,0.0003066936952137,0.0003066936952137,1,1
0.0,0.315,0.87,0.000117963361088723,0.0003097691553586,0.0003097691553586,1,1
0.0,0.204,0.87,0.000120849158588713,0.0003131122344115,0.0003131122344115,1,1
0.0,0.083,0.87,0.000125210222106998,0.0003084101481136,0.0003084101481136,1,1
0.0,0.023,0.87,0.00014359823758214,0.000293051901286,0.000293051901286,1,1
0.0,0.005,0.87,0.000153638904916815,0.0002722368212637,0.0002722368212637,1,1
0.0,0.035,0.87,0.00014607518537729,0.0002487816438694,0.0002487816438694,1,1
0.0,0.112,0.86,0.000131281640223859,0.0002160637840848,0.0002160637840848,1,1
0.0,0.199,0.86,0.000111895350052735,0.0001863144412489,0.0001863144412489,1,1
0.0,0.281,0.86,9.82908761242115e-05,0.0001752303061699,0.0001752303061699,1,1
0.0,0.349,0.86,9.19025994860994e-05,0.0001784770800899,0.0001784770800899,1,1
0.0,0.398,0.86,8.80968901502214e-05,0.0001816837909544,0.0001816837909544,1,1
0.0,0.427,0.86,8.61105620008777e-05,0.0001913282538714,0.0001913282538714,1,1
0.192,0.337,0.86,8.49623757464544e-05,0.0002163369773445,0.0002163369773445,1,1
0.394,0.161,0.86,8.66216241319267e-05,0.0002858187184605,0.0002858187184605,1,1
0.547,0.198,0.86,9.66929551944651e-05,0.0003436534855243,0.0003436534855243,1,1
0.65,0.156,0.86,0.00010704025980777,0.0003513055301247,0.0003513055301247,1,1
0.715,0.066,0.86,0.000113711324158396,0.0003520472574869,0.0003520472574869,1,1
0.737,0.018,0.86,0.000119172874798872,0.0003446257011488,0.0003446257011488,1,1
0.719,0.003,0.86,0.00012478433699779,0.0003319728688286,0.0003319728688286,1,1
0.657,0.0,0.86,0.000126644603154808,0.0003220476956076,0.0003220476956076,1,1
0.56,0.0,0.86,0.000127533851262834,0.0003109298512421,0.0003109298512421,1,1
0.423,0.001,0.86,0.000121707742968875,0.0002981105038599,0.0002981105038599,1,1
0.24,0.002,0.86,0.000118440352411036,0.0003025880381641,0.0003025880381641,1,1
0.032,0.021,0.86,0.000114740262582241,0.0003005652044135,0.0003005652044135,1,1
0.0,0.046,0.86,0.000119005927836063,0.0003037024330512,0.0003037024330512,1,1
0.0,0.054,0.86,0.000113711324158396,0.0003070204798081,0.0003070204798081,1,1
0.0,0.057,0.87,0.000117377343178454,0.0003024957605416,0.0003024957605416,1,1
0.0,0.095,0.87,0.0001396323954452,0.0002875688625814,0.0002875688625814,1,1
0.0,0.217,0.87,0.000154020497974665,0.0002672721630737,0.0002672721630737,1,1
0.0,0.354,0.87,0.000150197753234419,0.0002442056358755,0.0002442056358755,1,1
0.0,0.437,0.87,0.000137284916723248,0.000211982537566,0.000211982537566,1,1
0.0,0.474,0.87,0.000117114997951182,0.0001826060939869,0.0001826060939869,1,1
0.0,0.472,0.87,0.000102352116525614,0.0001771858562352,0.0001771858562352,1,1
0.0,0.45,0.87,9.5602689314894e-05,0.0001804668307353,0.0001804668307353,1,1
0.0,0.425,0.87,9.027401482849e-05,0.000183707706307,0.000183707706307,1,1
0.0,0.42,0.88,8.69725534619137e-05,0.0001934510664723,0.0001934510664723,1,1
0.214,0.348,0.88,8.72348986891855e-05,0.0002187026793416,0.0002187026793416,1,1
0.435,0.175,0.88,9.13506523845665e-05,0.0002888965977364,0.0002888965977364,1,1
0.598,0.237,0.88,9.9377734922909e-05,0.0003474635547859,0.0003474635547859,1,1
0.704,0.192,0.88,0.000110607473482492,0.0003552892576748,0.0003552892576748,1,1
0.765,0.103,0.89,0.000116784511106437,0.0003560386547701,0.0003560386547701,1,1
0.789,0.044,0.89,0.00012526814248185,0.0003485337392907,0.0003485337392907,1,1
0.772,0.016,0.89,0.000124058628771701,0.000335731732281,0.000335731732281,1,1
0.716,0.005,0.9,0.000123912124294133,0.0003256974043972,0.0003256974043972,1,1
0.618,0.001,0.9,0.000121997344843136,0.0003144328159747,0.0003144328159747,1,1
0.475,0.0,0.9,0.000118757210932286,0.0003014456523359,0.0003014456523359,1,1
0.279,0.002,0.91,0.000120583406280568,0.0003059787203884,0.0003059787203884,1,1
0.041,0.024,0.91,0.000124726416622938,0.0003039161501155,0.0003039161501155,1,1
0.0,0.065,0.91,0.000127516815858465,0.000307056149669,0.000307056149669,1,1
0.0,0.056,0.92,0.000124399336859067,0.0003103985063294,0.0003103985063294,1,1
0.0,0.022,0.92,0.000128160754143587,0.0003058001693377,0.0003058001693377,1,1
0.0,0.053,0.92,0.000150579346292268,0.0002906722618829,0.0002906722618829,1,1
0.0,0.204,0.92,0.000158930101513609,0.0002701207183582,0.0002701207183582,1,1
0.0,0.398,0.92,0.00015417381661398,0.0002468165824562,0.0002468165824562,1,1
0.0,0.512,0.92,0.000139700537062673,0.0002142682710359,0.0002142682710359,1,1
0.0,0.561,0.92,0.000117360307774085,0.0001846348402803,0.0001846348402803,1,1
0.0,0.591,0.93,0.000103684285147215,0.0001432762783691,0.0001432762783691,1,1
0.0,0.583,0.93,9.56435742853779e-05,0.0001491701493489,0.0001491701493489,1,1
0.0,0.56,0.93,9.21922013603605e-05,0.0001532117299113,0.0001532117299113,1,1
0.0,0.547,0.93,9.13302098993246e-05,0.0001617681710278,0.0001617681710278,1,1
0.207,0.468,0.93,9.10065372163269e-05,0.0001890930473069,0.0001890930473069,1,1
0.431,0.281,0.93,9.11087496425367e-05,0.0002572021115834,0.0002572021115834,1,1
0.596,0.517,0.93,9.55686185061573e-05,0.0003095278261624,0.0003095278261624,1,1
0.708,0.54,0.93,0.000106413356927016,0.0003208512475412,0.0003208512475412,1,1
0.775,0.406,0.93,0.000117530661817768,0.0003180495673212,0.0003180495673212,1,1
0.801,0.255,0.93,0.000126797921794123,0.0003050152767457,0.0003050152767457,1,1
0.786,0.138,0.93,0.000125642921377952,0.0002910634444614,0.0002910634444614,1,1
0.73,0.062,0.93,0.000127956329291167,0.0002785938265885,0.0002785938265885,1,1
0.633,0.018,0.93,0.000126838806764607,0.0002686244553642,0.0002686244553642,1,1
0.488,0.004,0.93,0.000121465840226845,0.000261677751047,0.000261677751047,1,1
0.289,0.005,0.93,0.000118784467579275,0.0002623343107782,0.0002623343107782,1,1
0.043,0.028,0.93,0.000116317741026746,0.0002655393760068,0.0002655393760068,1,1
0.0,0.069,0.93,0.000118600485212098,0.0002729640601884,0.0002729640601884,1,1
0.0,0.084,0.93,0.000114508581082832,0.0002786004277037,0.0002786004277037,1,1
0.0,0.063,0.93,0.000118573228565108,0.0002780814859583,0.0002780814859583,1,1
0.0,0.022,0.93,0.000140221820436343,0.0002654993647471,0.0002654993647471,1,1
0.0,0.085,0.93,0.000147066645911525,0.0002468986016395,0.0002468986016395,1,1
0.0,0.245,0.93,0.000139278059034339,0.0002233552433777,0.0002233552433777,1,1
0.0,0.372,0.93,0.000132794384131764,0.0001853565712198,0.0001853565712198,1,1
0.0,0.47,0.93,0.000115861192189675,0.0001550272328133,0.0001550272328133,1,1
0.0,0.523,0.93,0.00010317663009704,0.0001379841714383,0.0001379841714383,1,1
0.0,0.554,0.93,9.60285744241014e-05,0.0001436706944621,0.0001436706944621,1,1
0.0,0.562,0.92,9.10167584589479e-05,0.0001475480461366,0.0001475480461366,1,1
0.0,0.547,0.92,8.90610940374671e-05,0.0001558246977025,0.0001558246977025,1,1
0.208,0.416,0.92,8.78720228125599e-05,0.000182240526637,0.000182240526637,1,1
0.425,0.226,0.92,8.79095007021701e-05,0.0002481055489866,0.0002481055489866,1,1
0.586,0.267,0.92,9.08941035474961e-05,0.0002982798823923,0.0002982798823923,1,1
0.698,0.193,0.92,9.85498142706097e-05,0.0003089150834652,0.0003089150834652,1,1
0.76,0.079,0.92,0.000104781365188533,0.0003061545522299,0.0003061545522299,1,1
0.774,0.034,0.91,0.000111541013641874,0.0002936388197857,0.0002936388197857,1,1
0.758,0.013,0.91,0.000111503535752264,0.0002802378756152,0.0002802378756152,1,1
0.708,0.005,0.91,0.000116198493196167,0.0002682576474272,0.0002682576474272,1,1
0.62,0.001,0.91,0.000114777740471851,0.0002587217464622,0.0002587217464622,1,1
0.486,0.002,0.91,0.000110883447033258,0.0002520980115246,0.0002520980115246,1,1
0.289,0.023,0.91,0.000107909065430553,0.0002527525413467,0.0002527525413467,1,1
0.043,0.1,0.91,0.000104546276608251,0.0002558557145727,0.0002558557145727,1,1
0.0,0.196,0.9,0.00010241344398134,0.0002630613746395,0.0002630613746395,1,1
0.0,0.161,0.9,0.000106369064875659,0.000268541513385,0.000268541513385,1,1
0.0,0.082,0.9,0.000111292296738097,0.0002680979722067,0.0002680979722067,1,1
0.0,0.038,0.9,0.000135823279028448,0.0002561060430464,0.0002561060430464,1,1
0.0,0.03,0.9,0.000142661290341883,0.0002382894780831,0.0002382894780831,1,1
0.0,0.103,0.9,0.000139359828975307,0.0002155608878563,0.0002155608878563,1,1
0.0,0.246,0.89,0.000123264778928138,0.000178814035779,0.000178814035779,1,1
0.0,0.357,0.89,0.000103622957691489,0.0001493787332365,0.0001493787332365,1,1
0.0,0.413,0.89,8.98753863662718e-05,0.0001475750654643,0.0001475750654643,1,1
0.0,0.437,0.89,8.27443660977019e-05,0.0001526430258896,0.0001526430258896,1,1
0.0,0.447,0.89,7.91737453421064e-05,0.0001570300714356,0.0001570300714356,1,1
0.0,0.449,0.89,7.66593196573455e-05,0.0001632883737296,0.0001632883737296,1,1
0.195,0.367,0.89,7.48297172281902e-05,0.0001910546089772,0.0001910546089772,1,1
0.402,0.203,0.88,7.80732582199143e-05,0.0002513208628306,0.0002513208628306,1,1
0.572,0.18,0.88,8.75176864016992e-05,0.0003132160727563,0.0003132160727563,1,1
