,"(('battery', 'electricity'), 'flow')","(('electricity', 'battery'), 'flow')","(('electricity', 'electric cookers'), 'flow')","(('electricity', 'electric transport vehicles'), 'flow')","(('electricity', 'electricity demand'), 'flow')","(('electricity', 'electrolyzer'), 'flow')","(('electricity', 'excess_electricity'), 'flow')","(('fuel_cell', 'electricity'), 'flow')","(('geothermal', 'electricity'), 'flow')","(('hydro', 'electricity'), 'flow')","(('pp_bagasse', 'electricity'), 'flow')","(('pp_fuel_oil', 'electricity'), 'flow')","(('pp_nuclear', 'electricity'), 'flow')","(('pp_peat', 'electricity'), 'flow')","(('pv', 'electricity'), 'flow')","(('wind', 'electricity'), 'flow')","(('biogas heating', 'heat_bus'), 'flow')","(('heat_bus', 'heat demand'), 'flow')","(('industrial boiler', 'heat_bus'), 'flow')","(('pp_bagasse', 'heat_bus'), 'flow')","(('wood boiler', 'heat_bus'), 'flow')","(('LPG stoves', 'cooking_bus'), 'flow')","(('biogas stoves', 'cooking_bus'), 'flow')","(('cooking_bus', 'cooking demand'), 'flow')","(('electric cookers', 'cooking_bus'), 'flow')","(('ethanol stoves', 'cooking_bus'), 'flow')","(('improved stoves', 'cooking_bus'), 'flow')","(('unimproved stoves', 'cooking_bus'), 'flow')","(('combustion engine transport vehicles', 'transport_bus'), 'flow')","(('electric transport vehicles', 'transport_bus'), 'flow')","(('hydrogen vehicles', 'transport_bus'), 'flow')","(('transport_bus', 'transport demand'), 'flow')","(('aviation_bus', 'aviation demand'), 'flow')","(('hydrogen aviation', 'aviation_bus'), 'flow')","(('kerosene aviation', 'aviation_bus'), 'flow')"
2021-01-01 15:00:00,0.0,0.0,312.7,0.0,102.86111119339999,0.0,424.11889,0.0,0.0,706.2,39.2,92.0,0.0,0.0,2.28,0.0,-0.0,1217.0,-0.0,39.2,1177.8,0.0,0.0,523.575,250.16,0.0,273.415,0.0,367.97,0.0,0.0,367.96999999999997,45.81,0.0,45.81
2021-01-01 16:00:00,0.0,0.0,312.7,0.0,82.2888888066,0.0,442.41111,0.0,0.0,706.2,39.2,92.0,0.0,0.0,0.0,0.0,-0.0,1217.0,-0.0,39.2,1177.8,0.0,0.0,523.575,250.16,0.0,273.415,0.0,261.14,0.0,0.0,261.14,45.81,0.0,45.81
2021-01-01 17:00:00,0.0,0.0,312.7,0.0,205.72222238679998,0.0,318.97778,0.0,0.0,706.2,39.2,92.0,0.0,0.0,0.0,0.0,-0.0,1217.0,-0.0,39.2,1177.8,499.0,0.0,10471.5,250.16,0.0,5374.0,4348.34,207.725,0.0,0.0,207.725,45.81,0.0,45.81
2021-01-01 18:00:00,0.0,0.0,272.07778,0.0,576.0222223868001,0.0,0.0,0.0,0.0,716.9000000000001,39.2,92.0,0.0,0.0,0.0,0.0,-0.0,1217.0,-0.0,39.2,1177.8,499.0,0.0,9424.35,217.66222,0.0,5374.0,3333.6878,207.725,0.0,0.0,207.725,45.81,0.0,45.81
2021-01-01 19:00:00,0.0,0.0,0.0,0.0,534.8777776132,0.0,313.22222,0.0,0.0,716.9000000000001,39.2,92.0,0.0,0.0,0.0,0.0,-0.0,1217.0,-0.0,39.2,1177.8,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,332.36,0.0,0.0,332.36,45.81,0.0,45.81
2021-01-01 20:00:00,0.0,0.0,251.50556,0.0,596.5944447736,0.0,0.0,0.0,0.0,716.9000000000001,39.2,92.0,0.0,0.0,0.0,0.0,-0.0,1217.0,-0.0,39.2,1177.8,0.0,0.0,523.575,201.20444,0.0,322.37056,0.0,949.6,0.0,0.0,949.6,45.81,0.0,45.81
2021-01-01 21:00:00,0.0,0.0,282.77778,0.0,576.0222223868001,0.0,0.0,0.0,0.0,727.6,39.2,92.0,0.0,0.0,0.0,0.0,-0.0,1217.0,-0.0,39.2,1177.8,0.0,0.0,1047.15,226.22222,0.0,820.92778,0.0,1032.69,0.0,0.0,1032.69,45.81,0.0,45.81
2021-01-01 22:00:00,0.0,0.0,0.0,0.0,699.4555552264001,0.0,159.34444,0.0,0.0,727.6,39.2,92.0,0.0,0.0,0.0,0.0,-0.0,1217.0,-0.0,39.2,1177.8,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1103.91,0.0,0.0,1103.91,45.81,0.0,45.81
2021-01-01 23:00:00,0.0,0.0,0.0,0.0,740.6,0.0,118.2,0.0,0.0,727.6,39.2,92.0,0.0,0.0,0.0,0.0,-0.0,1217.0,-0.0,39.2,1177.8,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1187.0,0.0,0.0,1187.0,45.81,0.0,45.81
2021-01-02 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
