timestep;pv;wind;hydro;demand_el;demand_heat;oil_pp;biomass_pp
44;0;17;0.75;1.40167307142364E-04;0.00023788452526092086;1;1
45;0;3;0.76;1.48627088951661E-04;0.0002214622804222535;1;1
46;0;8;0.76;1.40753325052634E-04;0.00020034310395267708;1;1
47;0;94;0.76;1.28559382605805E-04;0.00016616865731147366;1;1
48;0;227;0.77;1.12317828081069E-04;0.0001386268348887933;1;1
49;0;331;0.77;9.89893277033118E-05;0.00012716228255580476;1;1
50;0;374;0.77;9.28327325646085E-05;0.0001324221942302032;1;1
51;0;376;0.78;8.74836155929626E-05;0.00013596962721785857;1;1
52;0;367;0.78;8.37085699849476E-05;0.00014365818477303364;1;1
53;216;301;0.79;8.38857381903779E-05;0.00016817351857170232;1;1
54;426;159;0.79;8.65773320805691E-05;0.00022933479266827012;1;1
55;572;212;0.79;9.64783090994245E-05;0.0002751769630795135;1;1
56;677;245;0.80;1.04024993234581E-04;0.00028453025147978065;1;1
57;749;;0.80;1.14191722561582E-04;0.000281886572995494;1;1
58;776;87;0.80;1.19193317284114E-04;0.0002704178494438393;1;1
59;0.76;38;0.80;1.20365353104653E-04;0.00025813004505073384;1;1
60;702;18;0.81;1.20753760324251E-04;0.0002471383602580656;1;1
61;0.6;8;0.81;1.19874733458846E-04;0.00023846113780025792;1;1
62;0.4;4;0.81;1.22743495554468E-04;0.000232468441742573;1;1
63;144;2;0.81;1.20590220442315E-04;0.00023310758389261135;1;1
64;12;1;0.81;1.17564732626505E-04;0.00023599299700979888;1;1
65;0;2;0.81;1.18545971918119E-04;0.00024272527756213154;1;1
66;0;6;0.81;1.19939467995446E-04;0.0002478621389615835;1;1
67;0;41;0.82;1.27380532623519E-04;0.000247548963312787;1;1
68;0;92;0.82;1.49642399052012E-04;0.00023670834875001736;1;1
69;0;131;0.82;1.55662710955769E-04;0.00022045472074587404;1;1
70;0;154;0.82;1.50627045424500E-04;0.0001994200146260497;1;1
71;0;154;0.82;1.35090756640611E-04;0.00016531507524615197;1;1
72;0;157;0.82;1.13203669108220E-04;0.00013779984194154076;1;1
73;0;191;0.82;1.00989284176150E-04;0.00012827557214861713;1;1
74;0;211;0.82;9.52722024701489E-05;0.00013357925162100438;1;1
75;0;214;0.82;9.13710948698085E-05;0.0001371616057877356;1;1
76;0;194;0.82;8.89929524199939E-05;0.00014490768150564982;1;1
77;146;142;0.82;8.85943239577757E-05;0.00016961123014907936;1;1
78;0.36;133;0.82;8.97425102121991E-05;0.00023123579410035548;1;1
79;565;155;0.82;9.39775117381582E-05;0.0002775307402296076;1;1
80;686;144;0.82;1.06352029471291E-04;0.0002870406072558779;1;1
81;742;126;0.82;1.16893537694394E-04;0.00028439201651540976;1;1
82;707;133;0.82;1.28092612526114E-04;0.0002728136312617544;1;1
83;653;145;0.82;1.28453763098722E-04;0.0002604092398404046;1;1
84;586;153;0.82;1.24201726168394E-04;0.0002493136626660598;1;1
85;495;167;0.82;1.22631061885637E-04;0.00024054310386180727;1;1
86;373;155;0.82;1.25135266327777E-04;0.00023447995594349377;1;1
87;0.18;123;0.82;1.26722966014903E-04;0.00023511830549306363;1;1
88;19;132;0.82;1.25973408222697E-04;0.00023802395938641582;1;1
89;0;159;0.82;1.23165973582802E-04;0.00024479994606359533;1;1
90;0;156;0.82;1.25295399128839E-04;0.00024996749415047024;1;1
91;0;148;0.82;1.26923983786448E-04;0.0002496366268672357;1;1
92;0;162;0.82;1.49042752818248E-04;0.00023866711091704537;1;1
93;0;193;0.82;1.54821161979975E-04;0.00022224548180808273;1;1
94;0;211;0.82;1.48868991693691E-04;0.00020104239136676754;1;1
95;0;201;0.82;1.36579650982400E-04;0.00016668388887244227;1;1
96;0;;0.82;1.17166104164287E-04;0.0001389868537665464;1;1
97;0;159;0.82;1.02185169562805E-04;0.00016472353611796445;1;1
98;0;144;0.82;9.42262286419354E-05;0.00016778314739656876;1;1
99;0;131;0.82;9.04068909825628E-05;0.00017079682154930284;1;1
100;0;95;0.82;9.00832182995651E-05;0.00017988794163155826;1;1
101;126;66;0.82;8.84546336419557E-05;0.0002034898952728665;1;1
102;326;176;0.82;9.14051656785451E-05;0.00026900358250604755;1;1
103;502;251;0.82;9.71801677593984E-05;0.0003230565929998328;1;1
104;638;241;0.82;1.04931276746974E-04;0.0003300759315542312;1;1
105;0.73;178;0.82;1.15735130197350E-04;0.000330797755699621;1;1
106;734;111;0.82;1.25639514297079E-04;0.00032382964305186185;1;1
107;656;64;0.82;1.24395929778193E-04;0.00031195429304830646;1;1
108;569;34;0.82;1.26688895206166E-04;0.0003026302297455955;1;1
109;509;17;0.82;1.22964955811256E-04;0.00029222999724918413;1;1
110;0.42;11;0.82;1.19755485628268E-04;0.00028022514790944223;1;1
111;259;14;0.82;1.17912254875618E-04;0.0002844066241097001;1;1
112;34;18;0.82;1.17823670772903E-04;0.0002825371209886566;1;1
113;0;28;0.82;1.16396103886840E-04;0.00028554706370939343;1;1
114;0;84;0.82;1.09885172337276E-04;0.00028870050878987104;1;1
115;0;187;0.82;1.14992386566892E-04;0.0002844991150958946;1;1
116;0;;0.82;1.41087218978252E-04;0.0002705451553448246;1;1
117;0;331;0.82;1.52422577044918E-04;0.00025153041672963623;1;1
118;0;336;0.82;1.49008682009511E-04;0.00022981852730236859;1;1
119;0;333;0.82;1.34031154488903E-04;0.00019950834468286983;1;1
120;0;376;0.82;1.16045174556853E-04;0.000171685966738535;1;1
121;0;436;0.82;1.01919417254659E-04;0.0001961003156225281;1;1
122;0;465;0.82;9.32143256224584E-05;0.0001980736606253031;1;1
123;0;509;0.82;9.04102980634364E-05;0.00020106131420175895;1;1
124;0;533;0.82;8.82399875469151E-05;0.00022222650501892935;1;1
125;182;502;0.82;8.81582176059473E-05;0.00025092629976716135;1;1
126;409;379;0.82;8.68498985504619E-05;0.00032615961424217223;1;1
127;602;;0.82;9.14119798402924E-05;0.0003519218244033659;1;1
128;709;363;0.83;9.54629989990739E-05;0.00034793204940245334;1;1
129;771;203;0.83;9.71426898697882E-05;0.00033857304432434725;1;1
130;0.79;91;0.83;9.72755660238609E-05;0.00032989536118593947;1;1
131;773;;0.83;1.00249947626566E-04;0.0003194657782620074;1;1
132;717;5;0.83;1.02379373172603E-04;0.0003039788952551573;1;1
133;604;0;0.83;1.03892117080508E-04;0.0002933413479463126;1;1
134;429;0;0.83;1.08938003854398E-04;0.00029100694875863184;1;1
135;226;2;0.83;1.08498490421696E-04;0.00028612138284024813;1;1
136;29;;0.83;1.04576940336114E-04;0.00029187964635496384;1;1
137;0;98;0.83;1.09363888963606E-04;0.00030140710261060145;1;1
138;0;127;0.84;1.11176455988393E-04;0.0003100351757004046;1;1
139;0;125;0.84;1.14781147552725E-04;0.00031073613913220233;1;1
140;0;115;0.84;1.39267837791718E-04;0.00030321351258756423;1;1
141;0;115;0.84;1.48627088951661E-04;0.00029040231999670783;1;1
142;0;127;0.84;1.46051335811175E-04;0.00027492082299066607;1;1
143;0;144;0.84;1.32147038765769E-04;0.00023971291227970054;1;1
144;0;182;0.84;1.11694332281189E-04;0.00020818321872342983;1;1
145;0;253;0.84;9.35311841437088E-05;0.00020466138561972698;1;1
146;0;322;0.84;8.69521109766717E-05;0.00020836231146140603;1;1
147;0;364;0.84;8.42605170864805E-05;0.00021006334002972364;1;1
148;0;354;0.85;8.38925523521252E-05;0.0002143908358076442;1;1
149;226;249;0.85;8.38789240286306E-05;0.000230432085115184;1;1
150;441;93;0.85;8.79946777240116E-05;0.0002956990081328793;1;1
151;582;54;0.85;9.80217167351924E-05;0.00039796145339933046;1;1
152;679;38;0.85;1.09697782889225E-04;0.0003762826435778471;1;1
153;725;15;0.85;1.21039955117638E-04;0.0003720914519467588;1;1
154;738;3;0.85;1.23179601906296E-04;0.0003584759564635829;1;1
155;729;0;0.85;1.19867919297099E-04;0.0003468413198641011;1;1
156;0.69;0;0.85;1.21315928668404E-04;0.00033861310082226577;1;1
157;605;0;0.85;1.26436771221515E-04;0.0003266284836854472;1;1
158;457;0;0.86;1.03823975463035E-04;0.00032432467524825994;1;1
159;257;1;0.86;1.07091366020875E-04;0.00031622610340670005;1;1
160;34;1;0.86;1.14491545678464E-04;0.00031274796605424137;1;1
161;0;2;0.86;1.15707873550360E-04;0.0003107346544121502;1;1
162;0;42;0.86;1.15472784970078E-04;0.0003165806314195839;1;1
163;0;261;0.86;1.21172831271711E-04;0.000304084558968682;1;1
164;0;;0.86;1.41421112903871E-04;0.0003047922515795291;1;1
165;0;758;0.86;1.52674701029569E-04;0.0003064787911895003;1;1
166;0;783;0.86;1.44848636262773E-04;0.00029087666741115404;1;1
167;0;;0.86;1.31697304090446E-04;0.00025665186485870846;1;1
168;0;721;0.86;1.11084464804804E-04;0.0002125087858536031;1;1
169;0;678;0.86;9.94356552977612E-05;0.00019413035654560723;1;1
170;0;;0.86;9.02024661301432E-05;0.0001960872187827766;1;1
171;0;656;0.86;8.59776858468050E-05;0.00019904537852758145;1;1
172;0;652;0.86;8.42162250351229E-05;0.0002199913513071144;1;1
173;0.16;586;0.86;8.33848973019499E-05;0.0002484204671677477;1;1
174;356;383;0.86;8.72451199318065E-05;0.00032294015529861687;1;1
175;509;423;0.86;9.55345476974207E-05;0.0003484246138401967;1;1
176;619;444;0.86;1.04335037594084E-04;0.00034445434424365025;1;1
177;684;364;0.86;1.15380793786489E-04;0.0003352055794518088;1;1
178;704;274;0.86;1.20317653972422E-04;0.0003266171603434868;1;1
179;696;188;0.86;1.16307519784125E-04;0.0003162919340118045;1;1
180;655;105;0.86;1.23830354353165E-04;0.00030096669388221314;1;1
181;572;43;0.86;1.26927390867322E-04;0.00029044412839069564;1;1
182;444;13;0.86;1.18842387954127E-04;0.00028812891432644335;1;1
183;279;5;0.86;1.21513539359077E-04;0.0002832979736367346;1;1
184;38;1;0.86;1.21803141233338E-04;0.0002889958248132197;1;1
185;0;6;0.85;1.19026370321305E-04;0.0002984329578002745;1;1
186;0;19;0.85;1.15540926587551E-04;0.00030697570434452565;1;1
187;0;17;0.85;1.15176368934069E-04;0.00030767354172310166;1;1
188;0;13;0.85;1.32385534426925E-04;0.00030023173991544183;1;1
189;0;51;0.85;1.50207974477040E-04;0.0002875511234485357;1;1
190;0;133;0.85;1.52146603494152E-04;0.0002722079877810546;1;1
191;0;249;0.85;1.38436510058545E-04;0.00023734898630347283;1;1
192;0;355;0.85;1.16729997812458E-04;0.0002060933523252093;1;1
193;0;432;0.85;1.00750788514994E-04;0.0001788156371074621;1;1
194;0;471;0.85;9.32347681077004E-05;0.00018212332742082607;1;1
195;0;484;0.85;8.78311378420759E-05;0.00018538678990393152;1;1
196;0;482;0.85;8.70168455132713E-05;0.00019520004849441264;1;1
197;226;386;0.85;8.57357831047752E-05;0.0002205951577371869;1;1
198;448;195;0.85;9.16095905309647E-05;0.0002913035094159502;1;1
199;603;212;0.85;9.61921143060371E-05;0.0003505613381816801;1;1
200;709;158;0.85;1.07581985666682E-04;0.0003587099044594033;1;1
201;0.77;53;0.86;1.16743626135953E-04;0.0003594798972406255;1;1
202;796;6;0.86;1.23639557824240E-04;0.0003519093099042633;1;1
203;776;0;0.86;1.27571329152444E-04;0.0003389689508289359;1;1
204;0.72;0;0.86;1.28382214400375E-04;0.0003288529528328059;1;1
205;622;2;0.86;1.24627611277602E-04;0.0003174244874718473;1;1
206;482;27;0.87;1.22160884725072E-04;0.0003042455793053308;1;1
207;286;89;0.87;1.22246061746914E-04;0.00030882518766074847;1;1
208;41;235;0.87;1.18137122213280E-04;0.0003066936952137766;1;1
209;0;315;0.87;1.17963361088723E-04;0.0003097691553586852;1;1
210;0;204;0.87;1.20849158588713E-04;0.0003131122344115027;1;1
211;0;83;0.87;1.25210222106998E-04;0.00030841014811365097;1;1
212;0;23;0.87;1.43598237582140E-04;0.0002930519012860099;1;1
213;0;5;0.87;1.53638904916815E-04;0.00027223682126377907;1;1
214;0;35;0.87;1.46075185377290E-04;0.0002487816438694749;1;1
215;0;112;0.86;1.31281640223859E-04;0.00021606378408481428;1;1
216;0;199;0.86;1.11895350052735E-04;0.00018631444124891716;1;1
217;0;281;0.86;9.82908761242115E-05;0.00017523030616997082;1;1
218;0;349;0.86;9.19025994860994E-05;0.00017847708008991695;1;1
219;0;398;0.86;8.80968901502214E-05;0.00018168379095443246;1;1
220;0;427;0.86;8.61105620008777E-05;0.00019132825387143144;1;1
221;192;337;0.86;8.49623757464544E-05;0.00021633697734452809;1;1
222;394;161;0.86;8.66216241319267E-05;0.0002858187184605964;1;1
223;547;198;0.86;9.66929551944651E-05;0.00034365348552439323;1;1
224;0.65;156;0.86;1.07040259807770E-04;0.00035130553012472406;1;1
225;715;66;0.86;1.13711324158396E-04;0.0003520472574869995;1;1
226;737;18;0.86;1.19172874798872E-04;0.0003446257011488691;1;1
227;719;3;0.86;1.24784336997790E-04;0.0003319728688286861;1;1
228;657;0;0.86;1.26644603154808E-04;0.00032204769560769607;1;1
229;0.56;0;0.86;1.27533851262834E-04;0.0003109298512421421;1;1
230;423;1;0.86;1.21707742968875E-04;0.000298110503859982;1;1
231;0.24;2;0.86;1.18440352411036E-04;0.00030258803816410096;1;1
232;32;21;0.86;1.14740262582241E-04;0.0003005652044135111;1;1
233;0;46;0.86;1.19005927836063E-04;0.0003037024330512743;1;1
234;0;54;0.86;1.13711324158396E-04;0.00030702047980818176;1;1
235;0;57;0.87;1.17377343178454E-04;0.0003024957605416796;1;1
236;0;95;0.87;1.39632395445200E-04;0.00028756886258149916;1;1
237;0;217;0.87;1.54020497974665E-04;0.00026727216307379984;1;1
238;0;354;0.87;1.50197753234419E-04;0.00024420563587558054;1;1
239;0;437;0.87;1.37284916723248E-04;0.00021198253756603375;1;1
240;0;474;0.87;1.17114997951182E-04;0.0001826060939869778;1;1
241;0;472;0.87;1.02352116525614E-04;0.0001771858562352398;1;1
242;0;;0.87;9.56026893148940E-05;0.00018046683073532502;1;1
243;0;425;0.87;9.02740148284900E-05;0.00018370770630701558;1;1
244;0;;0.88;8.69725534619137E-05;0.00019345106647231282;1;1
245;214;348;0.88;8.72348986891855E-05;0.00021870267934165526;1;1
246;435;175;0.88;9.13506523845665E-05;0.00028889659773649145;1;1
247;598;237;0.88;9.93777349229090E-05;0.00034746355478594673;1;1
248;704;192;0.88;1.10607473482492E-04;0.00035528925767480164;1;1
249;765;103;0.89;1.16784511106437E-04;0.0003560386547701318;1;1
250;789;44;0.89;1.25268142481850E-04;0.0003485337392907701;1;1
251;772;16;0.89;1.24058628771701E-04;0.00033573173228109706;1;1
252;716;5;0.90;1.23912124294133E-04;0.00032569740439728243;1;1
253;618;1;0.90;1.21997344843136E-04;0.0003144328159747225;1;1
254;475;0;0.90;1.18757210932286E-04;0.00030144565233590617;1;1
255;279;2;0.91;1.20583406280568E-04;0.000305978720388473;1;1
256;41;24;0.91;1.24726416622938E-04;0.00030391615011555074;1;1
257;0;65;0.91;1.27516815858465E-04;0.0003070561496690012;1;1
258;0;56;0.92;1.24399336859067E-04;0.00031039850632946184;1;1
259;0;22;0.92;1.28160754143587E-04;0.00030580016933778534;1;1
260;0;53;0.92;1.50579346292268E-04;0.0002906722618829548;1;1
261;0;204;0.92;1.58930101513609E-04;0.00027012071835821313;1;1
262;0;398;0.92;1.54173816613980E-04;0.0002468165824562888;1;1
263;0;512;0.92;1.39700537062673E-04;0.00021426827103591562;1;1
264;0;561;0.92;1.17360307774085E-04;0.00018463484028039616;1;1
265;0;591;0.93;1.03684285147215E-04;0.00014327627836913814;1;1
266;0;583;0.93;9.56435742853779E-05;0.00014917014934896886;1;1
267;0;;0.93;9.21922013603605E-05;0.00015321172991132124;1;1
268;0;547;0.93;9.13302098993246E-05;0.0001617681710278873;1;1
269;207;468;0.93;9.10065372163269E-05;0.00018909304730690296;1;1
270;431;281;0.93;9.11087496425367E-05;0.0002572021115834709;1;1
271;596;517;0.93;9.55686185061573E-05;0.00030952782616248405;1;1
272;708;;0.93;1.06413356927016E-04;0.00032085124754122367;1;1
273;775;406;0.93;1.17530661817768E-04;0.000318049567321205;1;1
274;801;255;0.93;1.26797921794123E-04;0.0003050152767457108;1;1
275;786;138;0.93;1.25642921377952E-04;0.00029106344446149234;1;1
276;0.73;62;0.93;1.27956329291167E-04;0.00027859382658854804;1;1
277;633;18;0.93;1.26838806764607E-04;0.0002686244553642376;1;1
278;488;4;0.93;1.21465840226845E-04;0.0002616777510470804;1;1
279;289;5;0.93;1.18784467579275E-04;0.0002623343107782506;1;1
280;43;28;0.93;1.16317741026746E-04;0.00026553937600687334;1;1
281;0;69;0.93;1.18600485212098E-04;0.00027296406018841263;1;1
282;0;84;0.93;1.14508581082832E-04;0.00027860042770375495;1;1
283;0;63;0.93;1.18573228565108E-04;0.0002780814859583012;1;1
284;0;22;0.93;1.40221820436343E-04;0.0002654993647471447;1;1
285;0;85;0.93;1.47066645911525E-04;0.0002468986016395655;1;1
286;0;245;0.93;1.39278059034339E-04;0.00022335524337770805;1;1
287;0;372;0.93;1.32794384131764E-04;0.00018535657121983816;1;1
288;0;;0.93;1.15861192189675E-04;0.00015502723281333392;1;1
289;0;523;0.93;1.03176630097040E-04;0.00013798417143834926;1;1
290;0;554;0.93;9.60285744241014E-05;0.00014367069446219414;1;1
291;0;562;0.92;9.10167584589479E-05;0.0001475480461366063;1;1
292;0;547;0.92;8.90610940374671E-05;0.00015582469770253872;1;1
293;208;416;0.92;8.78720228125599E-05;0.00018224052663705766;1;1
294;425;226;0.92;8.79095007021701E-05;0.00024810554898661163;1;1
295;586;267;0.92;9.08941035474961E-05;0.00029827988239230005;1;1
296;698;193;0.92;9.85498142706097E-05;0.00030891508346522864;1;1
297;0.76;79;0.92;1.04781365188533E-04;0.00030615455222991826;1;1
298;774;34;0.91;1.11541013641874E-04;0.0002936388197857476;1;1
299;758;13;0.91;1.11503535752264E-04;0.0002802378756152943;1;1
300;708;5;0.91;1.16198493196167E-04;0.0002682576474272196;1;1
301;0.62;1;0.91;1.14777740471851E-04;0.00025872174646225605;1;1
302;486;2;0.91;1.10883447033258E-04;0.0002520980115246233;1;1
303;289;23;0.91;1.07909065430553E-04;0.0002527525413467353;1;1
304;43;;0.91;1.04546276608251E-04;0.000255855714572721;1;1
305;0;196;0.90;1.02413443981340E-04;0.00026306137463952853;1;1
306;0;161;0.90;1.06369064875659E-04;0.00026854151338509915;1;1
307;0;82;0.90;1.11292296738097E-04;0.00026809797220677577;1;1
308;0;38;0.90;1.35823279028448E-04;0.0002561060430464789;1;1
309;0;;0.90;1.42661290341883E-04;0.0002382894780831704;1;1
310;0;103;0.90;1.39359828975307E-04;0.00021556088785639174;1;1
311;0;246;0.89;1.23264778928138E-04;0.00017881403577909772;1;1
312;0;357;0.89;1.03622957691489E-04;0.0001493787332365213;1;1
313;0;413;0.89;8.98753863662718E-05;0.0001475750654643001;1;1
314;0;437;0.89;8.27443660977019E-05;0.000152643025889684;1;1
315;0;447;0.89;7.91737453421064E-05;0.00015703007143567425;1;1
316;0;449;0.89;7.66593196573455E-05;0.0001632883737296749;1;1
317;195;367;0.89;7.48297172281902E-05;0.000191054608977237;1;1
318;402;203;0.88;7.80732582199143E-05;0.0002513208628306652;1;1
319;572;;0.88;8.75176864016992E-05;0.0003132160727563951;1;1
320;0.68;67;0.88;9.95991951796969E-05;0.00031158262081548265;1;1
321;751;13;0.88;1.11956677508461E-04;0.0003088886304152133;1;1
322;772;1;0.88;1.21349999477141E-04;0.00029378577361574386;1;1
323;744;0;0.88;1.20133671605245E-04;0.0002811783846240846;1;1
324;683;0;0.87;1.20041680421656E-04;0.000266623618653983;1;1
325;578;0;0.87;1.22855929223299E-04;0.00025683450457614877;1;1
326;426;2;0.87;1.23987080073354E-04;0.0002540651083086077;1;1
327;189;22;0.87;1.18576635645982E-04;0.0002534541200622706;1;1
328;17;71;0.87;1.21557831410434E-04;0.00025039876733795054;1;1
329;0;124;0.87;1.23080796560960E-04;0.0002573382184212507;1;1
330;0;108;0.86;1.24603761711486E-04;0.0002626925467960481;1;1
331;0;57;0.86;1.23544159559778E-04;0.0002529165992044993;1;1
332;0;24;0.86;1.47373283190155E-04;0.0002515012075224356;1;1
333;0;25;0.86;1.54286250282810E-04;0.0002435863581999352;1;1
334;0;45;0.86;1.48279566702548E-04;0.00022737979743894617;1;1
335;0;85;0.86;1.36882881180156E-04;0.00018441080500986585;1;1
336;0;146;0.85;1.14610793509042E-04;0.00015803945023802659;1;1
337;0;217;0.85;1.00519107015585E-04;0.00015307295307528192;1;1
338;0;266;0.85;9.33403876147838E-05;0.0001572848155793943;1;1
339;0;278;0.85;8.93098109412443E-05;0.00015663118444332434;1;1
340;0;278;0.85;8.62366239932032E-05;0.00017552753701693293;1;1
341;228;225;0.85;8.32520211478772E-05;0.00020673407919035274;1;1
342;0.44;95;0.85;8.63524647429076E-05;0.00028000669129769884;1;1
343;591;52;0.85;9.51733971248128E-05;0.00029060518716106295;1;1
344;695;11;0.85;1.05060745820174E-04;0.0002856254593127449;1;1
345;756;0;0.85;1.15609068205024E-04;0.0002812107677600023;1;1
346;0.76;0;0.85;1.16845838562163E-04;0.00026453856958419256;1;1
347;697;0;0.86;1.21401105690246E-04;0.0002520088342691118;1;1
348;538;5;0.86;1.23956416345491E-04;0.00024651188445018934;1;1
349;336;35;0.86;1.25254514158355E-04;0.00024101281288134094;1;1
350;248;;0.85;1.20954778095797E-04;0.00023200718651432937;1;1
351;124;94;0.85;1.19963317561562E-04;0.00023316716249999856;1;1
352;14;119;0.85;1.20958185176670E-04;0.00023828010742221793;1;1
353;0;118;0.85;1.20355131862032E-04;0.000248314024812006;1;1
354;0;77;0.85;1.20239291112328E-04;0.00025505341306568554;1;1
355;0;38;0.85;1.25182965460008E-04;0.000258286330983001;1;1
356;0;18;0.85;1.46283017310583E-04;0.0002611718449540586;1;1
357;0;13;0.85;1.54402091032515E-04;0.0002494425013573745;1;1
358;0;15;0.85;1.47042796345410E-04;0.000239705635071;1;1
359;0;35;0.85;1.33244118807087E-04;0.0001927606479632693;1;1
360;0;72;0.85;1.13943005657805E-04;0.00016703869137818094;1;1
361;0;117;0.84;9.93879561655300E-05;0.00016769167539931794;1;1
362;0;155;0.84;9.22228650882234E-05;0.00017080275370608938;1;1
363;0;169;0.84;8.81684388485683E-05;0.00017386608970948307;1;1
364;0;159;0.84;8.63252080959183E-05;0.00018310341546048023;1;1
365;187;112;0.84;8.60185708172889E-05;0.0002070549627238573;1;1
366;397;49;0.84;8.62127744270875E-05;0.000273626124733741;1;1
367;568;;0.84;9.60387956667224E-05;0.0003288111538458239;1;1
368;683;;0.84;1.05493445091128E-04;0.00033615476917104426;1;1
369;749;1;0.84;1.14409775737496E-04;0.00033689418253458073;1;1
370;765;0;0.84;1.20634512493672E-04;0.00032980119283006047;1;1
371;743;4;0.84;1.23615708258125E-04;0.00031769479302524176;1;1
372;667;28;0.85;1.21407919851993E-04;0.00030820865842260916;1;1
373;461;;0.85;8.84018238884139E-05;0.0002975718297580472;1;1
374;261;218;0.85;9.83786084567082E-05;0.0002852944510370325;1;1
375;102;242;0.85;1.08355393025003E-04;0.0002895595161417942;1;1
376;7;;0.85;1.18348361227447E-04;0.00028761741656682774;1;1
377;0;254;0.85;1.21135353382100E-04;0.00029060865898178053;1;1
378;0;184;0.85;1.19905397186709E-04;0.00029379278483036836;1;1
379;0;112;0.85;1.19298936791198E-04;0.0002894655148792279;1;1
380;0;49;0.85;1.38559164969997E-04;0.00027518553736430746;1;1
381;0;16;0.85;1.51676426333587E-04;0.000255767002072833;1;1
382;0;4;0.85;1.46586247508339E-04;0.0002337109820042974;1;1
383;0;0;0.85;1.40698811758655E-04;0.0002029440752096052;1;1
384;0;0;0.85;1.18375617874436E-04;0.000174761911461276;1;1
385;0;1;0.85;1.04372515483694E-04;0.00017705813511675425;1;1
386;0;;0.85;9.49314943827830E-05;0.0001803372302524756;1;1
387;0;;0.85;9.01343245126700E-05;0.00018357704860880476;1;1
388;0;61;0.85;8.82195450616732E-05;0.00019331644021767445;1;1
389;183;86;0.85;8.64240134412545E-05;0.0002185639160521501;1;1
390;412;;0.85;8.82740583556517E-05;0.00028872704085267196;1;1
391;573;26;0.85;9.77593715079206E-05;0.0003472301802471054;1;1
392;678;8;0.86;1.08461012532086E-04;0.00035500906437416565;1;1
393;739;2;0.86;1.19697565253416E-04;0.0003557551209564539;1;1
394;0.76;0;0.86;1.27956329291167E-04;0.00034825488946902994;1;1
395;0.74;0;0.86;1.26545797809472E-04;0.000335465417697985;1;1
396;679;1;0.86;1.29871108742164E-04;0.00032543636236456004;1;1
397;577;32;0.86;1.31612127068604E-04;0.0003141896358507442;1;1
