timestep;pv;wind;hydro;demand_el;demand_heat;oil_pp;biomass_pp
1251;0;84;0.87;9.02160944536378E-05;8.675070657260291e-05;1;1
1252;0;84;0.87;8.86897222222382E-05;9.351995820162309e-05;1;1
1253;146;61;0.87;8.59470221189421E-05;0.0001164544521140478;1;1
1254;376;54;0.86;9.54970698078105E-05;0.00016190417556564656;1;1
1255;542;42;0.86;1.07544507777072E-04;0.00019333973445533384;1;1
1256;653;18;0.86;1.06679109235162E-04;0.00019855864466814937;1;1
1257;713;3;0.86;1.09704597050972E-04;0.00019286984688954474;1;1
1258;735;0;0.85;1.07040259807770E-04;0.0001765082224432151;1;1
1259;699;0;0.85;1.11169641826646E-04;0.00016382467169611203;1;1
1260;624;0;0.85;1.19026370321305E-04;0.00015614304878950016;1;1
1261;423;7;0.85;1.18494865705014E-04;0.00015072550188946344;1;1
1262;0.26;39;0.85;1.17905440713871E-04;0.00014598282418347615;1;1
1263;92;53;0.84;1.16729997812458E-04;0.00014627115297366012;1;1
1264;5;56;0.84;1.17908847794745E-04;0.00014908739473387246;1;1
1265;0;41;0.84;1.20825309022597E-04;0.00015586426406389298;1;1
1266;0;22;0.84;1.24188097844900E-04;0.00016427129577491412;1;1
1267;0;14;0.83;1.25510045223880E-04;0.0001657808848649647;1;1
1268;0;11;0.83;1.48153504710223E-04;0.00016471308644935804;1;1
1269;0;5;0.83;1.59645588497077E-04;0.00015514082268749797;1;1
1270;0;0;0.83;1.51407266944568E-04;0.00013878804401012986;1;1
1271;0;0;0.82;1.40276333730321E-04;0.00011063213987231438;1;1
1272;0;0;0.82;1.21503318116456E-04;8.903612106150065e-05;1;1
1273;0;1;0.82;1.07258312983684E-04;7.897411203716888e-05;1;1
1274;0;2;0.82;9.92482658497099E-05;8.47994601525871e-05;1;1
1275;0;3;0.82;9.51768042056865E-05;8.716379166542792e-05;1;1
1276;0;12;0.81;9.32790601590580E-05;9.395037207561096e-05;1;1
1277;177;19;0.81;9.25363165286001E-05;0.00011695476725340482;1;1
1278;0.38;;0.81;9.60251673432278E-05;0.0001625508194510976;1;1
1279;526;36;0.81;1.03105081398693E-04;0.00019414933156123985;1;1
1280;622;25;0.80;1.11990748317198E-04;0.00019946202522562492;1;1
1281;639;2;0.80;1.20995663066280E-04;0.00019377348979642413;1;1
1282;588;0;0.80;1.26862656330723E-04;0.00017732132941404263;1;1
1283;541;0;0.80;1.29438409471209E-04;0.00016456644925884965;1;1
1284;479;21;0.79;1.28470798503090E-04;0.00015684516871012955;1;1
1285;0.37;207;0.79;1.26988718323048E-04;0.00015139062990829956;1;1
1286;225;325;0.79;1.21544203086940E-04;0.00014661219702224974;1;1
1287;86;269;0.79;1.21108096735111E-04;0.00014689355525295165;1;1
1288;6;149;0.78;1.18205263830753E-04;0.0001497110387585002;1;1
1289;0;58;0.78;1.19394335055660E-04;0.00015650849572073285;1;1
1290;0;16;0.78;1.17980396493091E-04;0.0001649473886537413;1;1
1291;0;8;0.78;1.24280089028488E-04;0.00016644353260928643;1;1
1292;0;19;0.78;1.39990138936934E-04;0.00016535208089242217;1;1
1293;0;77;0.77;1.54327135253294E-04;0.00015571712531968195;1;1
1294;0;96;0.77;1.53724081938656E-04;0.00013930631077056012;1;1
1295;0;86;0.77;1.41990095409772E-04;0.00011106610426347445;1;1
1296;0;115;0.77;1.23571416206767E-04;8.942464235104223e-05;1;1
1297;0;105;0.76;1.09353667720985E-04;0.00010313696333954034;1;1
1298;0;83;0.76;1.01312956859148E-04;0.00010744094677428754;1;1
1299;0;68;0.76;9.54595919182002E-05;0.00011026438925178372;1;1
1300;0;;0.76;9.26691926826729E-05;0.00011663003185418692;1;1
1301;93;11;0.76;8.91633064636769E-05;0.00013687327079789932;1;1
1302;284;4;0.76;9.06351654010980E-05;0.00018745301336367702;1;1
1303;517;23;0.76;9.54391494329583E-05;0.0002238395386405325;1;1
1304;599;74;0.76;1.02430479385708E-04;0.0002304625003727835;1;1
1305;643;139;0.76;1.14321191634781E-04;0.00022809748270711735;1;1
1306;654;223;0.76;1.16678891599353E-04;0.00021892963217685647;1;1
1307;635;305;0.76;1.13694288754027E-04;0.00020909158966976889;1;1
1308;594;361;0.76;1.14263271259929E-04;0.0002002798744071016;1;1
1309;464;382;0.76;1.14828846684956E-04;0.00019347590249853752;1;1
1310;301;376;0.76;1.13939598576931E-04;0.00018885286602429642;1;1
1311;82;347;0.76;1.12692606977171E-04;0.0001894501469229475;1;1
1312;4;325;0.76;1.06553047242837E-04;0.00019184851467502056;1;1
1313;0;306;0.76;1.08242959356172E-04;0.00019750589716550554;1;1
1314;0;261;0.76;1.08283844326656E-04;0.00020185773864542125;1;1
1315;0;194;0.77;1.07336675843778E-04;0.00020180531568854564;1;1
1316;0;114;0.77;1.35915270212037E-04;0.00019346157566913207;1;1
1317;0;48;0.77;1.48112619739739E-04;0.0001806272912199593;1;1
1318;0;15;0.77;1.45656114429830E-04;0.0001633720726960638;1;1
1319;0;5;0.77;1.33465579063875E-04;0.00013517430954119205;1;1
1320;0;7;0.77;1.12825483131244E-04;0.00011204502471211442;1;1
1321;0;23;0.78;9.73607430457024E-05;0.00011498953023870496;1;1
1322;0;;0.78;8.66488807789160E-05;0.00011903304070154021;1;1
1323;0;85;0.78;8.34121539489392E-05;0.00012237426624999277;1;1
1324;0;113;0.78;8.39402514843565E-05;0.00012752388289926676;1;1
1325;73;82;0.78;8.12622859176599E-05;0.00014962187727943858;1;1
1326;257;38;0.78;8.90440586330988E-05;0.00019822539370610497;1;1
1327;425;;0.78;1.03929594970119E-04;0.00024507129163517193;1;1
1328;549;11;0.78;1.08515525826065E-04;0.0002432213000563051;1;1
1329;634;4;0.78;1.14345041200896E-04;0.00024085180210306782;1;1
1330;677;1;0.78;1.23489646265799E-04;0.00022932820973109986;1;1
1331;669;0;0.78;1.22951327487761E-04;0.00021958720604784926;1;1
1332;614;0;0.78;1.19884954701467E-04;0.00020845009700545908;1;1
1333;528;36;0.79;1.22062079379736E-04;0.00020108975494033282;1;1
1334;402;;0.79;1.16811767753426E-04;0.00019902723173031105;1;1
1335;217;249;0.79;1.15189997257564E-04;0.0001987028661251056;1;1
1336;27;308;0.79;1.17990617735712E-04;0.0001966733401271873;1;1
1337;0;285;0.79;1.20375574347274E-04;0.0002023518559778128;1;1
1338;0;177;0.79;1.27172700690226E-04;0.00020677006720043527;1;1
1339;0;71;0.79;1.26280045501327E-04;0.00019981402651595247;1;1
1340;0;17;0.79;1.48879212936312E-04;0.0001987461242163119;1;1
1341;0;6;0.79;1.61955589329419E-04;0.00019250852888411652;1;1
1342;0;9;0.79;1.59550190232615E-04;0.00017928901196425168;1;1
1343;0;19;0.79;1.44981512416845E-04;0.0001453470813913059;1;1
1344;0;35;0.80;1.20978627661912E-04;0.0001235708137263118;1;1
1345;0;57;0.80;1.07721675982502E-04;8.893923779358758e-05;1;1
1346;0;84;0.80;9.86213629689565E-05;0.00010202918102452124;1;1
1347;0;119;0.80;9.31700335711008E-05;0.0001000743392885369;1;1
1348;0;158;0.80;9.09213601944854E-05;0.00010906804754081062;1;1
1349;176;146;0.80;9.29962724465442E-05;0.00014120568829302884;1;1
1350;373;94;0.80;1.00611098199174E-04;0.0002001280038336725;1;1
1351;524;144;0.80;1.11053801076941E-04;0.00020054037328553443;1;1
1352;643;82;0.80;1.11598934016727E-04;0.00019750617369908172;1;1
1353;711;21;0.80;1.13452386011998E-04;0.00018192110273574863;1;1
1354;0.74;1;0.80;1.18355175389194E-04;0.0001732926733906259;1;1
1355;724;0;0.80;1.20794645294734E-04;0.0001585658331422731;1;1
1356;624;0;0.80;1.18545971918119E-04;0.00015386836536953328;1;1
1357;482;0;0.80;1.18842387954127E-04;0.00015241308540524817;1;1
1358;271;19;0.80;1.10478004409293E-04;0.00014556033456756434;1;1
1359;102;112;0.80;1.14144023429351E-04;0.00014619119130993572;1;1
1360;16;242;0.80;1.12494996286499E-04;0.0001499878158078967;1;1
1361;0;266;0.80;1.16133758659568E-04;0.00015748352311633943;1;1
1362;0;;0.80;1.18252962962984E-04;0.00016465934531035672;1;1
1363;0;;0.80;1.20007609612919E-04;0.0001721617648385958;1;1
1364;0;22;0.80;1.46896291867842E-04;0.00017556339655282972;1;1
1365;0;37;0.80;1.55676339279264E-04;0.0001758540393371756;1;1
1366;0;118;0.80;1.51983063612216E-04;0.00016382393023176613;1;1
1367;0;232;0.80;1.43335892354868E-04;0.00012927104124038643;1;1
1368;0;334;0.79;1.17298980318360E-04;0.00010387299625973891;1;1
1369;0;407;0.79;1.01909196012038E-04;7.087685685613345e-05;1;1
1370;0;;0.79;9.59195478361443E-05;7.612408949634197e-05;1;1
1371;0;436;0.79;9.67508755693173E-05;7.815024048938507e-05;1;1
1372;0;432;0.79;9.39945471425265E-05;8.432159191973001e-05;1;1
1373;166;354;0.79;9.35550337098244E-05;0.00010519663182831135;1;1
1374;379;;0.79;9.88632657109864E-05;0.0001465188097354592;1;1
1375;543;283;0.79;1.13438757688503E-04;0.0001746853057373735;1;1
1376;657;296;0.79;1.11278668414603E-04;0.00017902952233407243;1;1
1377;725;164;0.79;1.16709555327216E-04;0.00017378163569568782;1;1
1378;0.75;68;0.79;1.21121725058606E-04;0.00015912040974179763;1;1
1379;732;18;0.79;1.22355088334871E-04;0.0001477660910137019;1;1
1380;675;2;0.78;1.19424998783523E-04;0.00014086737739341348;1;1
1381;575;0;0.78;1.18068980595807E-04;0.00013604674693244443;1;1
1382;428;3;0.78;1.11895350052735E-04;0.00013184340123845065;1;1
1383;234;38;0.78;1.13476235578113E-04;0.00013214063358333146;1;1
1384;31;149;0.78;1.13142341652495E-04;0.00013473790722709684;1;1
1385;0;238;0.78;1.19844069730983E-04;0.00014090370969859807;1;1
1386;0;206;0.78;1.20157521171360E-04;0.0001485152029068403;1;1
1387;0;144;0.78;1.20177963656602E-04;0.00014999106597326698;1;1
1388;0;104;0.78;1.45461910820031E-04;0.00014913552622593793;1;1
1389;0;;0.78;1.58548508455759E-04;0.0001406181463983267;1;1
1390;0;;0.78;1.48691823488261E-04;0.00012579432132929697;1;1
1391;0;105;0.77;1.41915139630552E-04;0.00010020816343936828;1;1
1392;0;155;0.77;1.20719689515514E-04;8.043259925366381e-05;1;1
1393;0;231;0.77;1.04965347555711E-04;6.603392335696794e-05;1;1
1394;0;308;0.77;9.86622479394404E-05;7.093776337320589e-05;1;1
1395;0;375;0.77;9.33506088574048E-05;7.274537980985571e-05;1;1
1396;0;432;0.77;9.03455635268369E-05;7.857145301310395e-05;1;1
1397;0.18;369;0.77;9.20899889341507E-05;9.822734751501756e-05;1;1
1398;0.38;182;0.77;9.90029560268064E-05;0.00013709045074757284;1;1
1399;534;;0.77;1.12624465359698E-04;0.00016319704964820361;1;1
1400;0.64;47;0.77;1.17275130752244E-04;0.00016685531320601368;1;1
1401;709;1;0.77;1.16900351856141E-04;0.00016182582207328885;1;1
1402;738;0;0.76;1.21295486183162E-04;0.0001482549674053104;1;1
1403;724;0;0.76;1.23370398435221E-04;0.0001377538625324317;1;1
1404;667;0;0.76;1.22286946717397E-04;0.00013135191315034208;1;1
1405;567;4;0.76;1.23670221552103E-04;0.0001269280931745277;1;1
1406;0.42;82;0.76;1.18849202115875E-04;0.00012308950608973945;1;1
1407;227;268;0.76;1.19820220164868E-04;0.0001234102512586117;1;1
1408;0.03;436;0.76;1.16038360395105E-04;0.00012589467315141087;1;1
1409;0;413;0.76;1.16917387260510E-04;0.00013169949093759644;1;1
1410;0;274;0.76;1.22300575040892E-04;0.0001388282821535175;1;1
1411;0;145;0.76;1.24617390034981E-04;0.00014032151429561887;1;1
1412;0;58;0.76;1.50146647021314E-04;0.00013963356032942195;1;1
1413;0;17;0.75;1.63240058818788E-04;0.0001318086792142045;1;1
1414;0;6;0.75;1.60701783567912E-04;0.0001179038983602903;1;1
1415;0;6;0.75;1.44497706932786E-04;9.382529738340297e-05;1;1
1416;0;;0.75;1.23792876463555E-04;7.508604212809319e-05;1;1
1417;0;15;0.76;1.08127118606467E-04;8.208515023535558e-05;1;1
1418;0;19;0.76;9.98410979217267E-05;8.813272771109062e-05;1;1
1419;0;18;0.76;9.64953445037928E-05;9.062523145853288e-05;1;1
1420;0;18;0.76;9.54187069477163E-05;9.765212232283987e-05;1;1
1421;173;35;0.76;9.53505653302431E-05;0.00012148306377410656;1;1
1422;371;15;0.76;1.02178355401057E-04;0.00016873644689122168;1;1
1423;529;1;0.76;1.15922519645401E-04;0.00020165697479938025;1;1
1424;639;0;0.75;1.18348361227447E-04;0.00020732451118837236;1;1
1425;705;0;0.75;1.19874733458846E-04;0.00020145834653699483;1;1
1426;0.72;0;0.75;1.27452081321866E-04;0.00018432042493245364;1;1
1427;706;0;0.75;1.26048364001918E-04;0.00017102908117259036;1;1
1428;645;0;0.75;1.33755180938136E-04;0.00016299220554295087;1;1
1429;556;32;0.75;1.33230490483593E-04;0.00015729684604710734;1;1
1430;0.41;139;0.75;1.21598716380918E-04;0.00015230075181237374;1;1
1431;198;254;0.75;1.25775797532025E-04;0.00015257858394648237;1;1
1432;0.02;328;0.75;1.26351594199674E-04;0.00015548389638302506;1;1
1433;0;;0.75;1.27394160947014E-04;0.00016252679837725943;1;1
1434;0;216;0.75;1.26113098538517E-04;0.00017128584461531844;1;1
1435;0;119;0.74;1.25401018635923E-04;0.00017279410388230127;1;1
1436;0;51;0.74;1.49891115955789E-04;0.00017161576949030098;1;1
1437;0;25;0.74;1.63342271244998E-04;0.00016155437257553334;1;1
1438;0;15;0.74;1.58214614530140E-04;0.00014452827925662032;1;1
1439;0;9;0.74;1.43162131230311E-04;0.00011525334499294373;1;1
1440;0;2;0.74;1.23159159421054E-04;9.288312852405847e-05;1;1
1441;0;0;0.74;1.05612692921706E-04;8.999802379717685e-05;1;1
1442;0;0;0.61;9.76946369713211E-05;9.660444549326688e-05;1;1
1443;0;7;0.61;9.42602994506720E-05;9.945981631685288e-05;1;1
1444;0;;0.62;9.26828210061675E-05;0.00010705685432207238;1;1
1445;92;72;0.62;9.28770246159661E-05;0.00013288456335575842;1;1
1446;263;97;0.62;9.56197247192622E-05;0.00018416656640686703;1;1
1447;486;84;0.62;1.01517381711567E-04;0.00022049518058529292;1;1
1448;592;58;0.62;1.12457518396889E-04;0.00022726717482375892;1;1
1449;0.63;49;0.62;1.16982121797109E-04;0.00022102749484949767;1;1
1450;634;34;0.63;1.22559513187290E-04;0.00020210356668057838;1;1
1451;586;18;0.63;1.26188054317738E-04;0.0001874122639293273;1;1
1452;0.42;17;0.63;1.28256152408049E-04;0.0001785612963812243;1;1
1453;268;86;0.63;1.26590089860830E-04;0.0001722191007837951;1;1
1454;173;208;0.63;1.19469290834881E-04;0.00016662953083210522;1;1
1455;76;263;0.64;1.14331412877402E-04;0.0001668740033678424;1;1
1456;5;;0.64;1.16706148246343E-04;0.00016996824027057912;1;1
1457;0;229;0.64;1.19438627107018E-04;0.00017760390998588536;1;1
1458;0;182;0.64;1.19833848488362E-04;0.0001871562860381988;1;1
1459;0;131;0.65;1.22147256401577E-04;0.0001886364258614216;1;1
1460;0;87;0.65;1.43945759831253E-04;0.0001871833155491196;1;1
1461;0;68;0.65;1.57175454863674E-04;0.0001759850599200634;1;1
1462;0;54;0.66;1.51809302487660E-04;0.0001574463381231994;1;1
1463;0;33;0.66;1.39274651953465E-04;0.00012567589252153062;1;1
1464;0;11;0.66;1.20273361921065E-04;0.00010161000661673488;1;1
1465;0;1;0.67;1.03779683411677E-04;8.692796955659789e-05;1;1
1466;0;0;0.67;9.76469378390898E-05;9.331873864195675e-05;1;1
1467;0;0;0.67;9.10644575911791E-05;9.602650706606769e-05;1;1
1468;0;0;0.68;8.84784832080713E-05;0.00010341006720054393;1;1
1469;135;0;0.68;8.97833951826830E-05;0.00012848281021501871;1;1
1470;324;1;0.68;8.97731739400620E-05;0.00017823674591207022;1;1
1471;468;11;0.69;9.48360961183205E-05;0.00021323503506876353;1;1
1472;0.57;32;0.69;1.03149373450050E-04;0.00021954066756868122;1;1
1473;584;37;0.69;1.09002738390998E-04;0.00021343111977711665;1;1
1474;625;25;0.70;1.12992430094054E-04;0.00019520787958091172;1;1
1475;611;36;0.70;1.13227518674336E-04;0.00018106629207168532;1;1
1476;0.49;76;0.70;1.17820263692029E-04;0.00017253327540974665;1;1
1477;412;;0.71;1.20205220303591E-04;0.00016644845943065723;1;1
1478;264;101;0.71;1.16712962408090E-04;0.00016109661147305432;1;1
1479;126;146;0.71;1.13881678202079E-04;0.00016135863221290628;1;1
1480;9;227;0.72;1.09626234190878E-04;0.00016438604958156691;1;1
1481;0;261;0.72;1.06713180043899E-04;0.0001717976485319594;1;1
1482;0;233;0.72;1.09053844604103E-04;0.00018104619009980252;1;1
1483;0;195;0.73;1.13326324019672E-04;0.000182548239377127;1;1
1484;0;167;0.73;1.41492661602218E-04;0.00018121176413899925;1;1
1485;0;154;0.74;1.51332311165347E-04;0.00017046427443956228;1;1
1486;0;177;0.74;1.45952530465838E-04;0.00015250254491436303;1;1
1487;0;204;0.74;1.32559295551482E-04;0.00012167453500545282;1;1
1488;0;202;0.75;1.10188402535032E-04;9.823704834266498e-05;1;1
1489;0;155;0.75;9.66963622753387E-05;7.645742968529008e-05;1;1
1490;0;102;0.75;8.88260054571846E-05;8.370486410261093e-05;1;1
1491;0;65;0.76;8.58993229867108E-05;8.078535716044362e-05;1;1
1492;0;44;0.76;8.36472425292217E-05;8.812086864402432e-05;1;1
1493;111;23;0.76;8.44444994536581E-05;0.00011002274108131212;1;1
1494;283;6;0.77;9.26930422487885E-05;0.00014993638814407925;1;1
1495;459;2;0.77;1.05306055643077E-04;0.00017758174019548534;1;1
1496;535;0;0.78;1.08150968172583E-04;0.00018029729749505444;1;1
1497;484;0;0.78;1.17707830023199E-04;0.00017624490980724193;1;1
1498;419;0;0.78;1.24447035991298E-04;0.0001650590308489888;1;1
1499;0.31;17;0.78;1.24917213151863E-04;0.0001515347744822735;1;1
1500;0.25;67;0.78;1.24430000586929E-04;0.0001426459168763351;1;1
1501;194;103;0.79;1.26845620926354E-04;0.00014011814262370503;1;1
1502;128;113;0.79;1.23118274450570E-04;0.00013396904197381142;1;1
1503;53;;0.79;1.25394204474175E-04;0.00013354807936982247;1;1
1504;4;;0.79;1.21728185454117E-04;0.00013651833340593456;1;1
1505;0;46;0.79;1.21929203225663E-04;0.0001417678427716046;1;1
1506;0;26;0.79;1.22964955811256E-04;0.00014593702110600416;1;1
1507;0;14;0.80;1.24624204196728E-04;0.00014790119762572314;1;1
1508;0;7;0.80;1.52197709707257E-04;0.00014779499350571542;1;1
1509;0;2;0.80;1.63032226885495E-04;0.00014414854938172742;1;1
1510;0;1;0.80;1.58868774057883E-04;0.00013129259346651077;1;1
1511;0;14;0.80;1.44521556498901E-04;0.00010370019037416653;1;1
1512;0;82;0.80;1.24242611138878E-04;8.176300100647974e-05;1;1
1513;0;97;0.80;1.08764242729842E-04;6.908478380540057e-05;1;1
1514;0;105;0.80;1.01381098476621E-04;7.893002025931372e-05;1;1
1515;0;145;0.80;9.41342374583466E-05;7.744712462726594e-05;1;1
1516;0;233;0.80;9.29928653656705E-05;8.455147043258094e-05;1;1
1517;84;266;0.80;9.43999897664920E-05;0.00010971081349282278;1;1
1518;314;219;0.80;9.87883099317659E-05;0.00015601046714611082;1;1
1519;483;174;0.80;1.12246279382722E-04;0.00015787382728332;1;1
1520;565;;0.80;1.15987254182001E-04;0.00015501048837032765;1;1
1521;601;101;0.80;1.21653229674897E-04;0.000143073244197117;1;1
1522;534;84;0.80;1.22825265495436E-04;0.0001360591857363958;1;1
1523;0.47;82;0.80;1.25605443488342E-04;0.00012485700380167645;1;1
1524;428;126;0.80;1.29547436059167E-04;0.0001210555246045978;1;1
1525;323;185;0.80;1.23033097428729E-04;0.00011983953439730384;1;1
1526;191;218;0.80;1.21796327071590E-04;0.00011480234568670153;1;1
1527;86;216;0.80;1.21707742968875E-04;0.00011538343534163303;1;1
1528;6;201;0.80;1.23172787744549E-04;0.0001184626517568872;1;1
1529;0;154;0.80;1.25349912422818E-04;0.00012445031727511836;1;1
1530;0;89;0.80;1.19482919158375E-04;0.0001302471737690533;1;1
1531;0;45;0.80;1.21159202948216E-04;0.0001360636079666444;1;1
1532;0;22;0.80;1.45976380031954E-04;0.00013873910055825652;1;1
1533;0;12;0.80;1.53195984403239E-04;0.0001386435016297111;1;1
1534;0;9;0.80;1.55001737266279E-04;0.00012870405719710265;1;1
1535;0;6;0.80;1.40542086038467E-04;0.00010142953102321433;1;1
1536;0;3;0.80;1.18924157895095E-04;8.0921015064183e-05;1;1
1537;0;1;0.80;1.07183357204464E-04;7.911402385934044e-05;1;1
1538;0;0;0.80;1.01047204551002E-04;8.494775676218914e-05;1;1
1539;0;0;0.80;9.34562283644883E-05;8.732775372333278e-05;1;1
1540;0;1;0.80;9.38787063928221E-05;9.411300901758454e-05;1;1
1541;106;6;0.80;9.28565821307242E-05;0.00011712434022879492;1;1
1542;306;4;0.80;1.01868311041554E-04;0.00016274122126368946;1;1
1543;497;1;0.80;1.16399510967713E-04;0.00019440831723089544;1;1
1544;563;1;0.80;1.17745307912809E-04;0.0001997954464661271;1;1
1545;585;1;0.80;1.15939555049769E-04;0.00019412250611714613;1;1
1546;577;0;0.80;1.19111547343147E-04;0.00017762809434094208;1;1
1547;466;1;0.80;1.22464114922828E-04;0.00016483958734036383;1;1
1548;425;4;0.80;1.24879735262253E-04;0.00015710111287920608;1;1
1549;0.35;29;0.80;1.22351681253997E-04;0.00015162591777283078;1;1
1550;249;58;0.80;1.14791368795346E-04;0.00014682621640823792;1;1
1551;136;115;0.80;1.14079288892751E-04;0.00014710008012102746;1;1
1552;14;201;0.80;1.14034996841393E-04;0.0001499113774293613;1;1
1553;0;234;0.80;1.16024732071611E-04;0.00015671070919341128;1;1
1554;0;166;0.80;1.19390927974787E-04;0.00016515766600247708;1;1
1555;0;85;0.80;1.23533938317157E-04;0.0001666376842844127;1;1
1556;0;39;0.80;1.52064833553184E-04;0.00016552721487725388;1;1
1557;0;24;0.80;1.60923243824700E-04;0.00015585880717586107;1;1
1558;0;17;0.80;1.59253774196606E-04;0.0001394360719833353;1;1
1559;0;12;0.80;1.39554032585105E-04;0.00011119068242963911;1;1
1560;0;;0.80;1.18453980734530E-04;8.95612665051125e-05;1;1
1561;0;6;0.80;1.03837603786530E-04;0.00010435364772789547;1;1
1562;0;3;0.80;9.63692825114674E-05;0.0001087065338570617;1;1
1563;0;1;0.80;9.21513163898766E-05;0.0001115655515611019;1;1
1564;0;1;0.80;9.02467581815007E-05;0.00011800111061242014;1;1
1565;66;1;0.80;9.19162278095940E-05;0.0001384683324276995;1;1
1566;236;0;0.80;1.00195434332587E-04;0.00018960502515857967;1;1
1567;468;0;0.80;1.13912341929942E-04;0.00022645785016598422;1;1
1568;587;0;0.81;1.15445528323089E-04;0.00023319615637467354;1;1
1569;575;0;0.81;1.20011016693793E-04;0.00023081107851985946;1;1
1570;567;0;0.81;1.27046638697900E-04;0.00022152918577564908;1;1
1571;576;0;0.81;1.27227213984204E-04;0.00021156955213574166;1;1
1572;546;0;0.81;1.25390797393302E-04;0.00020264968078437059;1;1
1573;471;1;0.81;1.25114823842535E-04;0.00019575593185881392;1;1
1574;281;26;0.81;1.25792832936393E-04;0.0001910689183947278;1;1
1575;139;73;0.81;1.26041549840171E-04;0.00019167036571228206;1;1
1576;13;153;0.81;1.24777522836043E-04;0.00019409510274277742;1;1
1577;0;173;0.81;1.21510132278203E-04;0.00019981158044883235;1;1
1578;0;106;0.82;1.26130133942886E-04;0.00020420752949206958;1;1
1579;0;35;0.82;1.24501549285276E-04;0.00020414627294862718;1;1
1580;0;3;0.82;1.46501070486498E-04;0.00019568626449578786;1;1
1581;0;0;0.82;1.57972711788110E-04;0.00018268628717589672;1;1
1582;0;0;0.82;1.55148241743846E-04;0.00016523461388754927;1;1
1583;0;0;0.82;1.39349607732686E-04;0.00013672279511450373;1;1
1584;0;0;0.82;1.21418141094614E-04;0.00011335451045492238;1;1
1585;0;1;0.82;1.05183400731625E-04;9.454723253958432e-05;1;1
1586;0;6;0.82;9.80251238160661E-05;0.00010147630747635102;1;1
1587;0;;0.82;9.45226446779438E-05;0.00010453014870715013;1;1
1588;0;46;0.83;9.15891480457227E-05;0.00011247029302708977;1;1
1589;82;66;0.83;9.17118029571745E-05;0.0001394819175530577;1;1
1590;196;33;0.83;9.38241930988435E-05;0.0001931443627247753;1;1
1591;313;13;0.83;9.72823801856082E-05;0.00023143114162345777;1;1
1592;0.49;5;0.83;9.85327788662414E-05;0.00023876702652385947;1;1
1593;616;2;0.83;1.01319771020895E-04;0.00023228171847667223;1;1
1594;641;1;0.83;1.12736899028529E-04;0.0002123431801701989;1;1
1595;586;0;0.83;1.15336501735131E-04;0.00019685668825339414;1;1
1596;446;0;0.83;1.18341547065699E-04;0.00018754061668961418;1;1
1597;402;0;0.83;1.21585088057424E-04;0.00018083821891555778;1;1
1598;302;1;0.84;1.17476148523790E-04;0.00017492125095658906;1;1
1599;162;15;0.84;1.13796501180237E-04;0.00017515612452200898;1;1
1600;24;;0.84;1.18491458624140E-04;0.0001783716724322753;1;1
1601;0;64;0.84;1.15002607809513E-04;0.00018635935683541377;1;1
1602;0;54;0.84;1.14566501457684E-04;0.00019637616047381035;1;1
1603;0;35;0.84;1.08781278134210E-04;0.00019785942800773512;1;1
1604;0;24;0.84;1.37383722068584E-04;0.00019626557093389033;1;1
1605;0;24;0.84;1.46576026265718E-04;0.00018442900565686848;1;1
1606;0;25;0.84;1.45908238414481E-04;0.00016500005602243073;1;1
1607;0;41;0.84;1.33598455217948E-04;0.0001317400722039455;1;1
1608;0;107;0.84;1.12225836897480E-04;0.00010664706727067664;1;1
1609;0;237;0.84;9.91733100704894E-05;8.919690767027094e-05;1;1
1610;0;362;0.84;8.98958288515138E-05;9.574671348719081e-05;1;1
1611;0;436;0.84;8.61480398904880E-05;9.85657395673427e-05;1;1
1612;0;454;0.84;8.46080393355938E-05;0.00010610430221921562;1;1
1613;145;362;0.84;8.24717996278091E-05;0.00013172818889962596;1;1
1614;345;227;0.84;8.51054731431481E-05;0.0001825993223068285;1;1
1615;508;213;0.84;9.71699465167774E-05;0.00021858248956946522;1;1
1616;624;154;0.84;1.06914197815444E-04;0.0002252460324692933;1;1
1617;694;85;0.84;1.13224111593462E-04;0.00021904573453453328;1;1
1618;723;35;0.84;1.20573185037947E-04;0.00020030212653976366;1;1
1619;704;5;0.84;1.20641326655420E-04;0.00018575218850408706;1;1
1620;643;1;0.84;1.23687256956472E-04;0.0001769835361953216;1;1
1621;536;0;0.84;1.24290310271109E-04;0.00017070628746143493;1;1
1622;0.38;9;0.84;1.17172918326034E-04;0.00016517615590444333;1;1
1623;199;46;0.84;1.14961722839029E-04;0.00016542352123341216;1;1
1624;26;112;0.84;1.14355262443517E-04;0.0001684980122028342;1;1
1625;0;158;0.84;1.12358713051553E-04;0.00017607313313162373;1;1
1626;0;148;0.84;1.10866411628890E-04;0.00018554476665846612;1;1
1627;0;108;0.83;1.17619245920484E-04;0.00018702688460413917;1;1
1628;0;65;0.83;1.41669829807648E-04;0.0001856008304331631;1;1
1629;0;46;0.83;1.47935451534308E-04;0.00017451704497358387;1;1
1630;0;88;0.83;1.44695317623458E-04;0.00015613250826461214;1;1
1631;0;186;0.83;1.31077215371440E-04;0.000124617523828361;1;1
1632;0;302;0.83;1.08263401841414E-04;0.0001007256829042212;1;1
1633;0;386;0.83;8.90542798757198E-05;8.605401827894997e-05;1;1
1634;0;437;0.83;8.19096312836552E-05;9.238291639689799e-05;1;1
1635;0;468;0.83;7.72657800528569E-05;9.505155234591912e-05;1;1
