,"(('battery', 'electricity'), 'flow')","(('electricity', 'battery'), 'flow')","(('electricity', 'electric cookers'), 'flow')","(('electricity', 'electric transport vehicles'), 'flow')","(('electricity', 'electricity demand'), 'flow')","(('electricity', 'electrolyzer'), 'flow')","(('electricity', 'excess_electricity'), 'flow')","(('fuel_cell', 'electricity'), 'flow')","(('geothermal', 'electricity'), 'flow')","(('hydro', 'electricity'), 'flow')","(('pp_bagasse', 'electricity'), 'flow')","(('pp_fuel_oil', 'electricity'), 'flow')","(('pp_nuclear', 'electricity'), 'flow')","(('pp_peat', 'electricity'), 'flow')","(('pv', 'electricity'), 'flow')","(('wind', 'electricity'), 'flow')","(('biogas heating', 'heat_bus'), 'flow')","(('heat_bus', 'heat demand'), 'flow')","(('industrial boiler', 'heat_bus'), 'flow')","(('pp_bagasse', 'heat_bus'), 'flow')","(('wood boiler', 'heat_bus'), 'flow')","(('LPG stoves', 'cooking_bus'), 'flow')","(('biogas stoves', 'cooking_bus'), 'flow')","(('cooking_bus', 'cooking demand'), 'flow')","(('electric cookers', 'cooking_bus'), 'flow')","(('ethanol stoves', 'cooking_bus'), 'flow')","(('improved stoves', 'cooking_bus'), 'flow')","(('unimproved stoves', 'cooking_bus'), 'flow')","(('combustion engine transport vehicles', 'transport_bus'), 'flow')","(('electric transport vehicles', 'transport_bus'), 'flow')","(('hydrogen vehicles', 'transport_bus'), 'flow')","(('transport_bus', 'transport demand'), 'flow')","(('aviation_bus', 'aviation demand'), 'flow')","(('hydrogen aviation', 'aviation_bus'), 'flow')","(('kerosene aviation', 'aviation_bus'), 'flow')"
2021-01-01 12:00:00,0.0,0.0,0.0,0.0,205.72222238679998,0.0,658.5377776132,0.0,0.0,695.5,39.2,92.0,0.0,0.0,37.56,0.0,0.0,1217.0,0.0,39.2,1177.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.23,0.0,0.0,344.22999999999996,45.81,0.0,45.81
2021-01-01 13:00:00,0.0,0.0,312.7,0.0,102.86111119339999,0.0,440.2388888066,0.0,0.0,695.5,39.2,92.0,0.0,0.0,29.1,0.0,0.0,1217.0,-2.10646333028362e-13,39.2,1177.8,0.0,0.0,523.575,250.16,0.0,273.415,0.0,415.45,0.0,0.0,415.45,45.81,0.0,45.81
2021-01-01 14:00:00,0.0,0.0,312.7,0.0,82.2888888066,0.0,449.1111111934,0.0,0.0,695.5,39.2,92.0,0.0,0.0,17.4,0.0,0.0,1217.0,-2.10646333028362e-13,39.2,1177.8,0.0,0.0,523.575,250.16,0.0,273.415,0.0,415.45,0.0,0.0,415.45,45.81,0.0,45.81
2021-01-01 15:00:00,0.0,0.0,312.7,0.0,102.86111119339999,0.0,424.1188888066,0.0,0.0,706.2,39.2,92.0,0.0,0.0,2.28,0.0,0.0,1217.0,-2.10646333028362e-13,39.2,1177.8,0.0,0.0,523.575,250.16,0.0,273.415,0.0,367.97,0.0,0.0,367.96999999999997,45.81,0.0,45.81
2021-01-01 16:00:00,0.0,0.0,312.7,0.0,82.2888888066,0.0,442.4111111934,0.0,0.0,706.2,39.2,92.0,0.0,0.0,0.0,1.37383713715545e-14,0.0,1217.0,-2.10646333028362e-13,39.2,1177.8,0.0,0.0,523.575,250.16,0.0,273.415,0.0,261.14,0.0,0.0,261.14,45.81,0.0,45.81
2021-01-01 17:00:00,0.0,0.0,312.7,0.0,205.72222238679998,0.0,318.9777776132,0.0,0.0,706.2,39.2,92.0,0.0,0.0,0.0,3.84674398403525e-14,0.0,1217.0,-2.10646333028362e-13,39.2,1177.8,499.0,0.0,10471.5,250.16,0.0,5374.0,4348.34,207.725,0.0,0.0,207.725,45.81,0.0,45.81
2021-01-01 18:00:00,0.0,0.0,272.0777776132,0.0,576.0222223868001,0.0,0.0,0.0,0.0,716.9000000000001,39.2,91.9999999999999,0.0,0.0,0.0,5.2205811211907e-14,0.0,1217.0,-2.10646333028362e-13,39.2,1177.8,499.0,0.0,9424.35,217.66222209056,0.0,5374.0,3333.68777790944,207.725,0.0,0.0,207.725,45.81,0.0,45.81
2021-01-01 19:00:00,0.0,0.0,0.0,0.0,534.8777776132,0.0,313.2222223868,0.0,0.0,716.9000000000001,39.2,92.0,0.0,0.0,0.0,3.29720912917307e-14,0.0,1217.0,0.0,39.2,1177.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.36,0.0,0.0,332.36,45.81,0.0,45.81
2021-01-01 20:00:00,0.0,0.0,251.5055552264,0.0,596.5944447736,0.0,0.0,0.0,0.0,716.9000000000001,39.2,92.0,0.0,0.0,0.0,5.49534854862179e-15,0.0,1217.0,-2.10646333028362e-13,39.2,1177.8,0.0,0.0,523.575,201.20444418112,0.0,322.37055581888,0.0,949.6,0.0,0.0,949.6,45.81,0.0,45.81
2021-01-01 21:00:00,0.0,0.0,282.7777776132,0.0,576.0222223868001,0.0,0.0,0.0,0.0,727.6,39.2,91.9999999999999,0.0,0.0,0.0,1.04411622423814e-13,0.0,1217.0,-2.10646333028362e-13,39.2,1177.8,0.0,0.0,1047.15,226.22222209056,0.0,820.92777790944,0.0,1032.69,0.0,0.0,1032.69,45.81,0.0,45.81
2021-01-01 22:00:00,0.0,0.0,0.0,0.0,699.4555552264001,0.0,159.3444447736,0.0,0.0,727.6,39.2,92.0,0.0,0.0,0.0,3.84674398403525e-13,0.0,1217.0,0.0,39.2,1177.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1103.91,0.0,0.0,1103.91,45.81,0.0,45.81
2021-01-01 23:00:00,0.0,0.0,0.0,0.0,740.6,0.0,118.200000000001,0.0,0.0,727.6,39.2,92.0,0.0,0.0,0.0,6.89666242852035e-13,0.0,1217.0,0.0,39.2,1177.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1187.0,0.0,0.0,1187.0,45.81,0.0,45.81
2021-01-02 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
